id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime,forecast_w,forecast_d,forecast_l
17136,True,146,Valencia,VAL,142,Getafe,GET,1,0,1.57861,1.19326,2021-08-13 19:00:00,0.4959,0.26,0.2441
17138,True,239,Mallorca,MAL,153,Real Betis,BET,1,1,0.569578,0.814085,2021-08-14 17:30:00,0.2253,0.3826,0.3921
17139,True,261,Cadiz,CAD,151,Levante,LEV,1,1,0.993589,0.915954,2021-08-14 17:30:00,0.3656,0.3362,0.2982
17137,True,157,Osasuna,OSA,141,Espanyol,ESP,0,0,0.579404,0.583698,2021-08-14 20:00:00,0.2966,0.4217,0.2817
17140,True,158,Alaves,ALA,150,Real Madrid,RMA,1,4,1.41097,2.15551,2021-08-14 20:00:00,0.1984,0.2402,0.5614
17141,True,152,Celta Vigo,CEL,143,Atletico Madrid,ATL,1,2,1.59399,1.805,2021-08-15 15:30:00,0.2949,0.2955,0.4096
17142,True,148,Barcelona,BAR,140,Real Sociedad,SOC,4,2,3.46484,0.902312,2021-08-15 18:00:00,0.9194,0.0596,0.021
17143,True,138,Sevilla,SEV,145,Rayo Vallecano,RVL,3,0,3.67402,0.484078,2021-08-15 20:15:00,0.973,0.023,0.004
17144,True,154,Villarreal,VIL,155,Granada,GRA,0,0,1.21791,0.246735,2021-08-16 18:00:00,0.6516,0.2824,0.066
17145,True,207,Elche,ELC,147,Athletic Club,ATH,0,0,0.933565,0.634866,2021-08-16 20:00:00,0.4366,0.3714,0.192
17146,True,153,Real Betis,BET,261,Cadiz,CAD,1,1,1.82337,1.4533,2021-08-20 19:00:00,0.4555,0.277,0.2675
17147,True,158,Alaves,ALA,239,Mallorca,MAL,0,1,0.920977,0.82407,2021-08-21 15:00:00,0.369,0.3405,0.2905
17148,True,155,Granada,GRA,146,Valencia,VAL,1,1,0.752693,1.50025,2021-08-21 17:30:00,0.1407,0.2794,0.5799
17149,True,141,Espanyol,ESP,154,Villarreal,VIL,0,0,1.68861,0.597171,2021-08-21 17:30:00,0.67,0.2256,0.1044
17150,True,147,Athletic Club,ATH,148,Barcelona,BAR,1,1,1.43436,1.18383,2021-08-21 20:00:00,0.4166,0.2771,0.3063
17151,True,140,Real Sociedad,SOC,145,Rayo Vallecano,RVL,1,0,2.26913,0.76322,2021-08-22 15:00:00,0.7742,0.1628,0.063
17152,True,143,Atletico Madrid,ATL,207,Elche,ELC,1,0,1.04508,0.168373,2021-08-22 17:30:00,0.6599,0.2939,0.0462
17153,True,151,Levante,LEV,150,Real Madrid,RMA,3,3,1.63837,2.14125,2021-08-22 20:00:00,0.2526,0.2537,0.4937
17154,True,142,Getafe,GET,138,Sevilla,SEV,0,1,0.391853,0.813891,2021-08-23 18:00:00,0.1477,0.3762,0.4761
17155,True,157,Osasuna,OSA,152,Celta Vigo,CEL,0,0,2.58218,0.084571,2021-08-23 20:00:00,0.9548,0.0429,0.0023
17156,True,239,Mallorca,MAL,141,Espanyol,ESP,1,0,1.28733,0.296878,2021-08-27 18:00:00,0.662,0.2669,0.0711
17157,True,146,Valencia,VAL,158,Alaves,ALA,3,0,2.33998,0.360675,2021-08-27 20:15:00,0.8926,0.0884,0.019
17158,True,152,Celta Vigo,CEL,147,Athletic Club,ATH,0,1,0.934567,1.45227,2021-08-28 15:00:00,0.1976,0.2749,0.5275
17159,True,140,Real Sociedad,SOC,151,Levante,LEV,1,0,0.855875,0.521015,2021-08-28 17:30:00,0.4164,0.3843,0.1993
17160,True,207,Elche,ELC,138,Sevilla,SEV,1,1,0.855435,1.70035,2021-08-28 17:30:00,0.1519,0.243,0.6051
17161,True,153,Real Betis,BET,150,Real Madrid,RMA,0,1,0.420687,0.94097,2021-08-28 20:00:00,0.1482,0.3584,0.4934
17162,True,148,Barcelona,BAR,142,Getafe,GET,2,1,1.05122,0.283315,2021-08-29 15:00:00,0.5968,0.3157,0.0875
17163,True,261,Cadiz,CAD,157,Osasuna,OSA,2,3,1.36149,2.28418,2021-08-29 17:30:00,0.1267,0.2455,0.6278
17164,True,145,Rayo Vallecano,RVL,155,Granada,GRA,4,0,2.19631,0.586302,2021-08-29 17:30:00,0.7951,0.1496,0.0553
17165,True,143,Atletico Madrid,ATL,154,Villarreal,VIL,2,2,1.773,0.448731,2021-08-29 20:00:00,0.7408,0.2048,0.0544
17171,True,151,Levante,LEV,145,Rayo Vallecano,RVL,1,1,1.10993,2.7683,2021-09-11 16:30:00,0.065,0.153,0.782
17166,True,147,Athletic Club,ATH,239,Mallorca,MAL,2,0,1.855,0.22503,2021-09-11 19:00:00,0.8138,0.1564,0.0298
17170,True,141,Espanyol,ESP,143,Atletico Madrid,ATL,1,2,0.373891,0.732283,2021-09-12 12:00:00,0.1629,0.4168,0.4203
17172,True,157,Osasuna,OSA,146,Valencia,VAL,1,4,0.457252,0.924929,2021-09-12 14:15:00,0.1556,0.3598,0.4846
17168,True,261,Cadiz,CAD,140,Real Sociedad,SOC,0,2,0.607763,2.36611,2021-09-12 16:30:00,0.0382,0.1342,0.8276
17173,True,150,Real Madrid,RMA,152,Celta Vigo,CEL,5,2,3.03734,1.99062,2021-09-12 19:00:00,0.6348,0.196,0.1692
17167,True,142,Getafe,GET,207,Elche,ELC,0,1,0.3796,1.07401,2021-09-13 18:00:00,0.1078,0.3017,0.5905
17169,True,155,Granada,GRA,153,Real Betis,BET,1,2,0.780077,2.43767,2021-09-13 20:00:00,0.0704,0.1507,0.7789
17180,True,152,Celta Vigo,CEL,261,Cadiz,CAD,1,2,0.993864,1.07407,2021-09-17 19:00:00,0.2744,0.3547,0.3709
17184,True,145,Rayo Vallecano,RVL,142,Getafe,GET,3,0,1.98661,1.15428,2021-09-18 12:00:00,0.5978,0.2597,0.1425
17177,True,143,Atletico Madrid,ATL,147,Athletic Club,ATH,0,0,1.10053,1.10578,2021-09-18 14:15:00,0.3288,0.3291,0.3421
17185,True,207,Elche,ELC,151,Levante,LEV,1,1,0.536512,1.12463,2021-09-18 16:30:00,0.165,0.3113,0.5237
17176,True,158,Alaves,ALA,157,Osasuna,OSA,0,2,0.251601,1.32313,2021-09-18 19:00:00,0.0412,0.2108,0.748
17181,True,239,Mallorca,MAL,154,Villarreal,VIL,0,0,0.529054,1.63437,2021-09-19 12:00:00,0.0782,0.2093,0.7125
17182,True,140,Real Sociedad,SOC,138,Sevilla,SEV,0,0,1.17723,0.7654,2021-09-19 14:15:00,0.4716,0.3501,0.1783
17179,True,153,Real Betis,BET,141,Espanyol,ESP,2,2,2.36891,1.21693,2021-09-19 16:30:00,0.6519,0.1952,0.1529
17183,True,146,Valencia,VAL,150,Real Madrid,RMA,1,2,0.647432,1.36343,2021-09-19 19:00:00,0.1539,0.2734,0.5727
17178,True,148,Barcelona,BAR,155,Granada,GRA,1,1,1.88236,0.612728,2021-09-20 19:00:00,0.7337,0.1943,0.072
17187,True,142,Getafe,GET,143,Atletico Madrid,ATL,1,2,0.330581,1.47906,2021-09-21 17:30:00,0.0628,0.2255,0.7117
17186,True,147,Athletic Club,ATH,145,Rayo Vallecano,RVL,1,2,0.956027,1.04121,2021-09-21 20:00:00,0.2829,0.3586,0.3585
17194,True,151,Levante,LEV,152,Celta Vigo,CEL,0,2,1.40702,0.739683,2021-09-21 20:00:00,0.582,0.2886,0.1294
17189,True,138,Sevilla,SEV,146,Valencia,VAL,3,1,1.20708,0.442431,2021-09-22 17:30:00,0.5897,0.2909,0.1194
17193,True,141,Espanyol,ESP,158,Alaves,ALA,1,0,1.61796,0.424815,2021-09-22 17:30:00,0.7409,0.1976,0.0615
17188,True,154,Villarreal,VIL,207,Elche,ELC,4,1,2.77855,1.09551,2021-09-22 20:00:00,0.8037,0.1355,0.0608
17190,True,150,Real Madrid,RMA,239,Mallorca,MAL,6,1,2.3746,1.19165,2021-09-22 20:00:00,0.6585,0.1893,0.1522
17192,True,155,Granada,GRA,140,Real Sociedad,SOC,2,3,1.25019,1.58153,2021-09-23 17:30:00,0.2758,0.2933,0.4309
17195,True,157,Osasuna,OSA,153,Real Betis,BET,1,3,0.820269,2.20306,2021-09-23 17:30:00,0.0918,0.1751,0.7331
17191,True,261,Cadiz,CAD,148,Barcelona,BAR,0,0,1.40061,0.361756,2021-09-23 20:00:00,0.6752,0.2478,0.077
17197,True,158,Alaves,ALA,143,Atletico Madrid,ATL,1,0,1.19699,0.558059,2021-09-25 12:00:00,0.5693,0.2868,0.1439
17199,True,146,Valencia,VAL,147,Athletic Club,ATH,1,1,1.08633,0.830524,2021-09-25 14:15:00,0.4246,0.3236,0.2518
17200,True,138,Sevilla,SEV,141,Espanyol,ESP,2,0,1.57528,0.478568,2021-09-25 16:30:00,0.7562,0.1908,0.053
17202,True,150,Real Madrid,RMA,154,Villarreal,VIL,0,0,1.53636,0.666401,2021-09-25 19:00:00,0.6297,0.2561,0.1142
17203,True,239,Mallorca,MAL,157,Osasuna,OSA,2,3,2.74158,1.63553,2021-09-26 12:00:00,0.6487,0.1887,0.1626
17196,True,148,Barcelona,BAR,151,Levante,LEV,3,0,3.11328,0.712689,2021-09-26 14:15:00,0.8961,0.0798,0.0241
17198,True,145,Rayo Vallecano,RVL,261,Cadiz,CAD,3,1,1.89007,1.09997,2021-09-26 16:30:00,0.6034,0.2578,0.1388
17201,True,140,Real Sociedad,SOC,207,Elche,ELC,1,0,2.11835,0.573483,2021-09-26 16:30:00,0.8178,0.1514,0.0308
17205,True,153,Real Betis,BET,142,Getafe,GET,2,0,2.4642,0.590585,2021-09-26 19:00:00,0.8336,0.1272,0.0392
17204,True,152,Celta Vigo,CEL,155,Granada,GRA,1,0,1.26658,0.541862,2021-09-27 19:00:00,0.5904,0.3023,0.1073
17211,True,147,Athletic Club,ATH,158,Alaves,ALA,1,0,2.49402,0.808018,2021-10-01 19:00:00,0.8047,0.1301,0.0652
17208,True,157,Osasuna,OSA,145,Rayo Vallecano,RVL,1,0,0.657174,0.148539,2021-10-02 12:00:00,0.4737,0.4564,0.0699
17213,True,239,Mallorca,MAL,151,Levante,LEV,1,0,0.442135,1.43388,2021-10-02 14:15:00,0.0696,0.2194,0.711
17215,True,261,Cadiz,CAD,146,Valencia,VAL,0,0,0.156791,1.43757,2021-10-02 16:30:00,0.0285,0.2037,0.7678
17212,True,143,Atletico Madrid,ATL,148,Barcelona,BAR,2,0,1.37412,0.74746,2021-10-02 19:00:00,0.5445,0.2839,0.1716
17210,True,207,Elche,ELC,152,Celta Vigo,CEL,1,0,1.39817,0.713553,2021-10-03 12:00:00,0.5509,0.2997,0.1494
17207,True,141,Espanyol,ESP,150,Real Madrid,RMA,2,1,1.29119,1.62384,2021-10-03 14:15:00,0.2865,0.271,0.4425
17209,True,154,Villarreal,VIL,153,Real Betis,BET,2,0,2.58641,0.527081,2021-10-03 16:30:00,0.8666,0.1004,0.033
17214,True,142,Getafe,GET,140,Real Sociedad,SOC,1,1,0.523662,0.799948,2021-10-03 16:30:00,0.21,0.3901,0.3999
17206,True,155,Granada,GRA,138,Sevilla,SEV,1,0,0.0843984,1.4028,2021-10-03 19:00:00,0.0136,0.1958,0.7906
17221,True,151,Levante,LEV,142,Getafe,GET,0,0,0.83295,0.557421,2021-10-16 16:30:00,0.4166,0.373,0.2104
17223,True,140,Real Sociedad,SOC,239,Mallorca,MAL,1,0,0.404506,0.35977,2021-10-16 19:00:00,0.2597,0.5279,0.2124
17224,True,145,Rayo Vallecano,RVL,207,Elche,ELC,2,1,1.10651,0.326072,2021-10-17 12:00:00,0.6055,0.3055,0.089
17218,True,152,Celta Vigo,CEL,138,Sevilla,SEV,0,1,0.888941,0.828384,2021-10-17 14:15:00,0.3238,0.3681,0.3081
17225,True,154,Villarreal,VIL,157,Osasuna,OSA,1,2,0.713142,0.957297,2021-10-17 16:30:00,0.2372,0.3476,0.4152
