Dátum,Meccs-Id,Hazai-Id,Hazai-Csapat,Ellenfél-Id,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-PR,Ellenfél-PR,Hazai-XG,Ellenfél-XG
2014-08-24 14:30:00,5454,125,Mainz 05,205,Paderborn,2,2,,,1.84123,0.35254
2014-08-31 14:30:00,5463,125,Mainz 05,128,Hannover 96,0,0,,,1.0088,0.561787
2014-09-13 14:30:00,5415,125,Mainz 05,122,Hertha Berlin,3,1,,,2.36643,1.71631
2014-09-20 17:30:00,5426,125,Mainz 05,129,Borussia Dortmund,2,0,,,0.974914,2.10376
2014-09-23 19:00:00,5432,125,Mainz 05,132,Eintracht Frankfurt,2,2,,,1.09799,1.45137
2014-09-26 19:30:00,5438,125,Mainz 05,120,Hoffenheim,0,0,,,0.614332,1.08667
2014-10-05 16:30:00,5391,125,Mainz 05,130,Borussia M.Gladbach,1,1,,,1.10201,1.66132
2014-10-18 14:30:00,5393,125,Mainz 05,121,Augsburg,2,1,,,1.06245,1.03873
2014-10-26 14:30:00,5408,125,Mainz 05,131,Wolfsburg,0,3,,,1.6222,4.06466
2014-11-01 14:30:00,5348,125,Mainz 05,123,Werder Bremen,1,2,,,1.19297,1.65943
2014-11-08 14:30:00,5359,125,Mainz 05,119,Bayer Leverkusen,0,0,,,0.293271,2.07319
2014-11-22 14:30:00,5368,125,Mainz 05,135,Freiburg,2,2,,,1.79109,0.691191
2014-11-29 14:30:00,5376,125,Mainz 05,124,Schalke 04,1,4,,,2.04969,1.55889
2014-12-07 14:30:00,5319,125,Mainz 05,118,Hamburger SV,1,2,,,1.02472,2.03325
2014-12-13 17:30:00,5327,125,Mainz 05,133,VfB Stuttgart,1,1,,,1.35199,0.54527
2014-12-16 19:00:00,5332,125,Mainz 05,134,FC Cologne,0,0,,,0.482622,0.541438
2014-12-19 19:30:00,5339,125,Mainz 05,117,Bayern Munich,1,2,,,0.490212,0.831278
2015-01-31 14:30:00,5306,125,Mainz 05,205,Paderborn,5,0,,,2.8788,0.717538
2015-02-03 19:00:00,5262,125,Mainz 05,128,Hannover 96,1,1,,,1.19042,1.7109
2015-02-07 14:30:00,5275,125,Mainz 05,122,Hertha Berlin,0,2,,,1.5201,1.77083
2015-02-13 19:30:00,5280,125,Mainz 05,129,Borussia Dortmund,2,4,,,0.691415,2.74589
2015-02-21 14:30:00,5292,125,Mainz 05,132,Eintracht Frankfurt,3,1,,,1.29637,0.851176
2015-02-28 14:30:00,5301,125,Mainz 05,120,Hoffenheim,0,2,,,2.16818,2.25024
2015-03-07 17:30:00,5239,125,Mainz 05,130,Borussia M.Gladbach,2,2,,,1.21471,1.44907
2015-03-14 14:30:00,5243,125,Mainz 05,121,Augsburg,2,0,,,1.62842,0.94984
2015-03-22 14:30:00,5258,125,Mainz 05,131,Wolfsburg,1,1,,,1.02675,0.811129
2015-04-04 14:30:00,5195,125,Mainz 05,123,Werder Bremen,0,0,,,0.92075,0.718931
2015-04-11 14:30:00,5208,125,Mainz 05,119,Bayer Leverkusen,2,3,,,2.21349,0.970257
2015-04-18 14:30:00,5214,125,Mainz 05,135,Freiburg,3,2,,,2.30496,1.28235
2015-04-24 19:30:00,5222,125,Mainz 05,124,Schalke 04,2,0,,,1.53987,1.25458
2015-05-03 14:30:00,5166,125,Mainz 05,118,Hamburger SV,1,2,,,0.667039,0.602455
2015-05-09 17:30:00,5174,125,Mainz 05,133,VfB Stuttgart,0,2,,,0.278579,2.70104
2015-05-16 14:30:00,5181,125,Mainz 05,134,FC Cologne,2,0,,,1.67686,1.01035
2015-05-23 14:30:00,5192,125,Mainz 05,117,Bayern Munich,0,2,,,0.328659,2.34132
2015-08-15 17:30:00,1025,125,Mainz 05,126,Ingolstadt,0,1,,,0.547769,0.577316
