Dátum,Meccs-Id,Hazai-Id,Hazai-Csapat,Ellenfél-Id,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-PR,Ellenfél-PR,Hazai-XG,Ellenfél-XG
2014-08-22 19:30:00,5447,117,Bayern Munich,131,Wolfsburg,2,1,,,2.57012,1.19842
2014-08-30 17:30:00,5462,117,Bayern Munich,124,Schalke 04,1,1,,,1.50328,1.30795
2014-09-13 14:30:00,5413,117,Bayern Munich,133,VfB Stuttgart,2,0,,,1.22987,0.310166
2014-09-20 14:30:00,5422,117,Bayern Munich,118,Hamburger SV,0,0,,,1.03519,0.203118
2014-09-23 19:00:00,5430,117,Bayern Munich,205,Paderborn,4,0,,,3.48286,0.402844
2014-09-27 14:30:00,5442,117,Bayern Munich,134,FC Cologne,2,0,,,3.46966,0.821798
2014-10-04 14:30:00,5385,117,Bayern Munich,128,Hannover 96,4,0,,,2.69879,0.443178
2014-10-18 14:30:00,5392,117,Bayern Munich,123,Werder Bremen,6,0,,,2.49826,0
2014-10-26 16:30:00,5409,117,Bayern Munich,130,Borussia M.Gladbach,0,0,,,1.2047,0.648384
2014-11-01 17:30:00,5352,117,Bayern Munich,129,Borussia Dortmund,2,1,,,2.64367,0.942884
2014-11-08 14:30:00,5360,117,Bayern Munich,132,Eintracht Frankfurt,4,0,,,3.03467,0.222447
2014-11-22 14:30:00,5365,117,Bayern Munich,120,Hoffenheim,4,0,,,2.08656,1.38014
2014-11-29 14:30:00,5378,117,Bayern Munich,122,Hertha Berlin,1,0,,,1.94047,0.25622
2014-12-06 17:30:00,5318,117,Bayern Munich,119,Bayer Leverkusen,1,0,,,0.947473,0.389245
2014-12-13 14:30:00,5324,117,Bayern Munich,121,Augsburg,4,0,,,2.21868,0.286173
2014-12-16 19:00:00,5333,117,Bayern Munich,135,Freiburg,2,0,,,2.98351,0.0497566
2014-12-19 19:30:00,5339,117,Bayern Munich,125,Mainz 05,2,1,,,0.831278,0.490212
2015-01-30 19:30:00,5305,117,Bayern Munich,131,Wolfsburg,1,4,,,1.91633,2.18248
2015-02-03 19:00:00,5264,117,Bayern Munich,124,Schalke 04,1,1,,,0.376661,0.994575
2015-02-07 14:30:00,5274,117,Bayern Munich,133,VfB Stuttgart,2,0,,,0.0975022,0.132112
2015-02-14 14:30:00,5285,117,Bayern Munich,118,Hamburger SV,8,0,,,4.17851,0.230619
2015-02-21 14:30:00,5294,117,Bayern Munich,205,Paderborn,6,0,,,3.12815,0.380499
2015-02-27 19:30:00,5298,117,Bayern Munich,134,FC Cologne,4,1,,,3.92268,0.494166
2015-03-07 14:30:00,5236,117,Bayern Munich,128,Hannover 96,3,1,,,1.33559,0.205925
2015-03-14 14:30:00,5246,117,Bayern Munich,123,Werder Bremen,4,0,,,2.18396,0.290321
2015-03-22 16:30:00,5259,117,Bayern Munich,130,Borussia M.Gladbach,0,2,,,0.70739,0.604102
2015-04-04 17:30:00,5201,117,Bayern Munich,129,Borussia Dortmund,1,0,,,0.759126,0.51879
2015-04-11 14:30:00,5205,117,Bayern Munich,132,Eintracht Frankfurt,3,0,,,2.15165,0.243596
2015-04-18 14:30:00,5215,117,Bayern Munich,120,Hoffenheim,2,0,,,1.52453,0.668652
2015-04-25 17:30:00,5228,117,Bayern Munich,122,Hertha Berlin,1,0,,,0.896545,0.951998
2015-05-02 17:30:00,5165,117,Bayern Munich,119,Bayer Leverkusen,0,2,,,1.20915,1.12021
2015-05-09 14:30:00,5169,117,Bayern Munich,121,Augsburg,0,1,,,1.17797,2.58299
2015-05-16 14:30:00,5185,117,Bayern Munich,135,Freiburg,1,2,,,1.91964,0.656099
2015-05-23 14:30:00,5192,117,Bayern Munich,125,Mainz 05,2,0,,,2.34132,0.328659
2015-08-14 22:30:00,1021,117,Bayern Munich,118,Hamburger SV,5,0,,,3.22904,0.154234
2015-08-22 17:30:00,1031,117,Bayern Munich,120,Hoffenheim,2,1,,,2.53588,1.29953
2015-08-29 20:30:00,1045,117,Bayern Munich,119,Bayer Leverkusen,3,0,,,3.52476,0.420202
2015-09-12 17:30:00,1049,117,Bayern Munich,121,Augsburg,2,1,,,3.85642,0.15319
2015-09-19 17:30:00,1058,117,Bayern Munich,127,Darmstadt,3,0,,,1.71752,0.204756
2015-09-22 22:00:00,1066,117,Bayern Munich,131,Wolfsburg,5,1,,,3.68676,0.160394
2015-09-26 17:30:00,1076,117,Bayern Munich,125,Mainz 05,3,0,,,2.77408,0.75194
2015-10-04 19:30:00,1092,117,Bayern Munich,129,Borussia Dortmund,5,1,,,3.72164,1.10489
2015-10-17 17:30:00,1095,117,Bayern Munich,123,Werder Bremen,1,0,,,2.13219,0.691198
2015-10-24 17:30:00,1107,117,Bayern Munich,134,FC Cologne,4,0,,,3.69101,0.230279
2015-10-30 23:30:00,1111,117,Bayern Munich,132,Eintracht Frankfurt,0,0,,,1.38915,0.251519
2015-11-07 18:30:00,1125,117,Bayern Munich,133,VfB Stuttgart,4,0,,,4.71083,0.284883
2015-11-21 21:30:00,1135,117,Bayern Munich,124,Schalke 04,3,1,,,2.27848,0.217596
2015-11-28 18:30:00,1142,117,Bayern Munich,122,Hertha Berlin,2,0,,,3.93799,0.218952
