Dátum,Meccs-Id,Hazai-Id,Hazai-Csapat,Ellenfél-Id,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-PR,Ellenfél-PR,Hazai-XG,Ellenfél-XG
2014-08-23 14:30:00,5449,124,Schalke 04,128,Hannover 96,1,2,,,0.956665,1.17979
2014-08-30 17:30:00,5462,124,Schalke 04,117,Bayern Munich,1,1,,,1.30795,1.50328
2014-09-13 17:30:00,5417,124,Schalke 04,130,Borussia M.Gladbach,1,4,,,1.81788,3.37955
2014-09-20 14:30:00,5423,124,Schalke 04,132,Eintracht Frankfurt,2,2,,,1.78008,0.83546
2014-09-23 19:00:00,5431,124,Schalke 04,123,Werder Bremen,3,0,,,1.36741,0.992105
2014-09-27 14:30:00,5441,124,Schalke 04,129,Borussia Dortmund,2,1,,,1.07746,0.662005
2014-10-04 14:30:00,5388,124,Schalke 04,120,Hoffenheim,1,2,,,0.847395,3.2287
2014-10-18 17:30:00,5398,124,Schalke 04,122,Hertha Berlin,2,0,,,0.80457,0.848507
2014-10-25 17:30:00,5407,124,Schalke 04,119,Bayer Leverkusen,0,1,,,0.145365,0.837202
2014-10-31 19:30:00,5410,124,Schalke 04,121,Augsburg,1,0,,,1.71186,0.688487
2014-11-08 14:30:00,5361,124,Schalke 04,135,Freiburg,0,2,,,0.526997,1.62257
2014-11-22 14:30:00,5366,124,Schalke 04,131,Wolfsburg,3,2,,,1.12048,1.23361
2014-11-29 14:30:00,5376,124,Schalke 04,125,Mainz 05,4,1,,,1.55889,2.04969
2014-12-06 14:30:00,5315,124,Schalke 04,133,VfB Stuttgart,4,0,,,1.6953,0.675308
2014-12-13 14:30:00,5325,124,Schalke 04,134,FC Cologne,1,2,,,1.20569,1.14183
2014-12-17 19:00:00,5338,124,Schalke 04,205,Paderborn,2,1,,,1.14959,1.41446
2014-12-20 14:30:00,5342,124,Schalke 04,118,Hamburger SV,0,0,,,1.52587,1.3688
2015-01-31 14:30:00,5310,124,Schalke 04,128,Hannover 96,1,0,,,1.99671,0.91702
2015-02-03 19:00:00,5264,124,Schalke 04,117,Bayern Munich,1,1,,,0.994575,0.376661
2015-02-06 19:30:00,5271,124,Schalke 04,130,Borussia M.Gladbach,1,0,,,1.03139,0.331344
2015-02-14 17:30:00,5286,124,Schalke 04,132,Eintracht Frankfurt,0,1,,,1.09914,1.11898
2015-02-21 14:30:00,5293,124,Schalke 04,123,Werder Bremen,1,1,,,1.19124,1.38186
2015-02-28 14:30:00,5299,124,Schalke 04,129,Borussia Dortmund,0,3,,,0.0386148,4.81308
2015-03-07 14:30:00,5238,124,Schalke 04,120,Hoffenheim,3,1,,,2.12473,1.9462
2015-03-14 14:30:00,5245,124,Schalke 04,122,Hertha Berlin,2,2,,,1.99192,1.64453
2015-03-21 17:30:00,5257,124,Schalke 04,119,Bayer Leverkusen,0,1,,,1.79663,1.3174
2015-04-05 14:30:00,5202,124,Schalke 04,121,Augsburg,0,0,,,0.933294,0.927284
2015-04-11 14:30:00,5206,124,Schalke 04,135,Freiburg,0,0,,,1.06643,1.26863
2015-04-19 16:30:00,5221,124,Schalke 04,131,Wolfsburg,1,1,,,0.285232,1.08185
2015-04-24 19:30:00,5222,124,Schalke 04,125,Mainz 05,0,2,,,1.25458,1.53987
2015-05-02 14:30:00,5159,124,Schalke 04,133,VfB Stuttgart,3,2,,,2.46865,1.13594
2015-05-10 16:30:00,5176,124,Schalke 04,134,FC Cologne,0,2,,,0.236428,1.52646
2015-05-16 14:30:00,5177,124,Schalke 04,205,Paderborn,1,0,,,1.05307,0.87016
2015-05-23 14:30:00,5187,124,Schalke 04,118,Hamburger SV,0,2,,,1.09683,1.10308
2015-08-15 17:30:00,1024,124,Schalke 04,123,Werder Bremen,3,0,,,1.4498,0.914717
2015-08-22 17:30:00,1032,124,Schalke 04,127,Darmstadt,1,1,,,1.05775,0.790379
2015-08-28 22:30:00,1039,124,Schalke 04,131,Wolfsburg,0,3,,,0.748153,1.52939
2015-09-13 19:30:00,1056,124,Schalke 04,125,Mainz 05,2,1,,,3.13941,2.94627
