Dátum,Meccs-Id,Hazai-Id,Hazai-Csapat,Ellenfél-Id,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-PR,Ellenfél-PR,Hazai-XG,Ellenfél-XG
2014-08-23 14:30:00,5448,120,Hoffenheim,121,Augsburg,2,0,,,1.52873,0.280777
2014-08-30 14:30:00,5457,120,Hoffenheim,123,Werder Bremen,1,1,,,1.29948,2.51429
2014-09-13 14:30:00,5412,120,Hoffenheim,131,Wolfsburg,1,1,,,1.15845,1.63553
2014-09-20 14:30:00,5421,120,Hoffenheim,133,VfB Stuttgart,2,0,,,1.15033,1.32987
2014-09-23 19:00:00,5429,120,Hoffenheim,135,Freiburg,3,3,,,1.81502,2.44871
2014-09-26 19:30:00,5438,120,Hoffenheim,125,Mainz 05,0,0,,,1.08667,0.614332
2014-10-04 14:30:00,5388,120,Hoffenheim,124,Schalke 04,2,1,,,3.2287,0.847395
2014-10-19 14:30:00,5399,120,Hoffenheim,118,Hamburger SV,1,1,,,1.55868,1.82378
2014-10-25 14:30:00,5404,120,Hoffenheim,205,Paderborn,1,0,,,1.5035,0.673226
2014-11-02 14:30:00,5353,120,Hoffenheim,130,Borussia M.Gladbach,1,3,,,0.646539,2.46276
2014-11-08 14:30:00,5358,120,Hoffenheim,134,FC Cologne,3,4,,,1.19994,1.30702
2014-11-22 14:30:00,5365,120,Hoffenheim,117,Bayern Munich,0,4,,,1.38014,2.08656
2014-11-29 17:30:00,5380,120,Hoffenheim,128,Hannover 96,4,3,,,1.99562,1.81072
2014-12-05 19:30:00,5312,120,Hoffenheim,129,Borussia Dortmund,0,1,,,0.202706,1.58062
2014-12-12 19:30:00,5321,120,Hoffenheim,132,Eintracht Frankfurt,3,2,,,3.32968,2.42804
2014-12-17 19:00:00,5337,120,Hoffenheim,119,Bayer Leverkusen,0,1,,,0.443131,2.17898
2014-12-21 14:30:00,5346,120,Hoffenheim,122,Hertha Berlin,5,0,,,3.62858,0.706377
2015-02-01 16:30:00,5261,120,Hoffenheim,121,Augsburg,1,3,,,0.609254,2.39464
2015-02-04 19:00:00,5270,120,Hoffenheim,123,Werder Bremen,1,2,,,1.33156,0.576349
2015-02-07 14:30:00,5276,120,Hoffenheim,131,Wolfsburg,0,3,,,1.39639,1.37453
2015-02-14 14:30:00,5283,120,Hoffenheim,133,VfB Stuttgart,2,1,,,1.20262,0.1911
2015-02-21 14:30:00,5290,120,Hoffenheim,135,Freiburg,1,1,,,0.565627,0.600548
2015-02-28 14:30:00,5301,120,Hoffenheim,125,Mainz 05,2,0,,,2.25024,2.16818
2015-03-07 14:30:00,5238,120,Hoffenheim,124,Schalke 04,1,3,,,1.9462,2.12473
2015-03-14 14:30:00,5244,120,Hoffenheim,118,Hamburger SV,3,0,,,2.66878,0.438761
2015-03-21 14:30:00,5253,120,Hoffenheim,205,Paderborn,0,0,,,0.267507,1.07174
2015-04-04 14:30:00,5198,120,Hoffenheim,130,Borussia M.Gladbach,1,4,,,2.32046,3.20249
2015-04-12 14:30:00,5211,120,Hoffenheim,134,FC Cologne,2,3,,,2.32029,2.55523
2015-04-18 14:30:00,5215,120,Hoffenheim,117,Bayern Munich,0,2,,,0.668652,1.52453
2015-04-25 14:30:00,5223,120,Hoffenheim,128,Hannover 96,2,1,,,1.26477,1.30305
2015-05-02 14:30:00,5162,120,Hoffenheim,129,Borussia Dortmund,1,1,,,1.6206,1.17707
2015-05-09 14:30:00,5173,120,Hoffenheim,132,Eintracht Frankfurt,1,3,,,0.788645,0.906802
2015-05-16 14:30:00,5178,120,Hoffenheim,119,Bayer Leverkusen,0,2,,,0.692454,1.17358
2015-05-23 14:30:00,5190,120,Hoffenheim,122,Hertha Berlin,2,1,,,0.893112,0.485545
2015-08-15 17:30:00,1022,120,Hoffenheim,119,Bayer Leverkusen,1,2,,,0.483949,3.52773
2015-08-22 17:30:00,1031,120,Hoffenheim,117,Bayern Munich,1,2,,,1.29953,2.53588
2015-08-29 17:30:00,1044,120,Hoffenheim,127,Darmstadt,0,0,,,1.3935,0.287238
2015-09-13 17:30:00,1055,120,Hoffenheim,123,Werder Bremen,1,3,,,0.694948,2.2128
2015-09-18 22:30:00,1057,120,Hoffenheim,125,Mainz 05,1,3,,,1.01304,1.27625
