2014-08-31 16:30:00,5464,130,Borussia M.Gladbach,135,Freiburg,0,0,0.321709,1.30113
2014-09-13 17:30:00,5417,130,Borussia M.Gladbach,124,Schalke 04,4,1,3.37955,1.81788
2014-09-21 16:30:00,5428,130,Borussia M.Gladbach,134,FC Cologne,0,0,0.772177,0.551855
2014-09-24 19:00:00,5435,130,Borussia M.Gladbach,118,Hamburger SV,1,0,2.38906,0.560569
2014-09-27 14:30:00,5443,130,Borussia M.Gladbach,205,Paderborn,2,1,1.43504,1.5747
2014-10-05 16:30:00,5391,130,Borussia M.Gladbach,125,Mainz 05,1,1,1.66132,1.10201
2014-10-18 14:30:00,5394,130,Borussia M.Gladbach,128,Hannover 96,3,0,1.61826,0.558311
2014-10-26 16:30:00,5409,130,Borussia M.Gladbach,117,Bayern Munich,0,0,0.648384,1.2047
2014-11-02 14:30:00,5353,130,Borussia M.Gladbach,120,Hoffenheim,3,1,2.46276,0.646539
2014-11-09 16:30:00,5364,130,Borussia M.Gladbach,129,Borussia Dortmund,0,1,0.0335359,2.28053
2014-11-22 14:30:00,5367,130,Borussia M.Gladbach,132,Eintracht Frankfurt,1,3,0.595484,1.73996
2014-11-30 14:30:00,5381,130,Borussia M.Gladbach,131,Wolfsburg,0,1,0.606945,1.69265
2014-12-06 14:30:00,5313,130,Borussia M.Gladbach,122,Hertha Berlin,3,2,1.82786,1.42138
2014-12-14 14:30:00,5328,130,Borussia M.Gladbach,119,Bayer Leverkusen,1,1,1.15522,1.01373
2014-12-17 19:00:00,5336,130,Borussia M.Gladbach,123,Werder Bremen,4,1,2.06898,0.308689
2014-12-20 14:30:00,5340,130,Borussia M.Gladbach,121,Augsburg,1,2,2.17588,1.65561
2015-01-31 14:30:00,5308,130,Borussia M.Gladbach,133,VfB Stuttgart,1,0,1.27392,1.61352
2015-02-03 19:00:00,5265,130,Borussia M.Gladbach,135,Freiburg,1,0,1.28927,0.884382
2015-02-06 19:30:00,5271,130,Borussia M.Gladbach,124,Schalke 04,0,1,0.331344,1.03139
2015-02-14 14:30:00,5281,130,Borussia M.Gladbach,134,FC Cologne,1,0,0.795179,0.390044
2015-02-22 14:30:00,5296,130,Borussia M.Gladbach,118,Hamburger SV,1,1,0.657812,1.04376
2015-03-01 14:30:00,5231,130,Borussia M.Gladbach,205,Paderborn,2,0,1.43897,0.746314
2015-03-07 17:30:00,5239,130,Borussia M.Gladbach,125,Mainz 05,2,2,1.44907,1.21471
2015-03-15 16:30:00,5250,130,Borussia M.Gladbach,128,Hannover 96,2,0,3.30586,0.395038
2015-03-22 16:30:00,5259,130,Borussia M.Gladbach,117,Bayern Munich,2,0,0.604102,0.70739
2015-04-04 14:30:00,5198,130,Borussia M.Gladbach,120,Hoffenheim,4,1,3.20249,2.32046
2015-04-11 14:30:00,5207,130,Borussia M.Gladbach,129,Borussia Dortmund,3,1,2.08503,0.699622
2015-04-17 19:30:00,5213,130,Borussia M.Gladbach,132,Eintracht Frankfurt,0,0,1.06606,1.45853
2015-04-26 16:30:00,5230,130,Borussia M.Gladbach,131,Wolfsburg,1,0,1.65493,0.422562
2015-05-03 16:30:00,5167,130,Borussia M.Gladbach,122,Hertha Berlin,2,1,2.19034,1.09646
2015-05-09 14:30:00,5171,130,Borussia M.Gladbach,119,Bayer Leverkusen,3,0,2.05603,0.58536
2015-05-16 14:30:00,5182,130,Borussia M.Gladbach,123,Werder Bremen,2,0,1.45177,1.20572
2015-05-23 14:30:00,5191,130,Borussia M.Gladbach,121,Augsburg,1,3,1.32784,0.664595
2014-08-24 16:30:00,5455,130,Borussia M.Gladbach,133,VfB Stuttgart,1,1,2.40939,0.433199
2015-08-15 20:30:00,1027,130,Borussia M.Gladbach,129,Borussia Dortmund,0,4,0.18521,2.42013
2015-08-23 19:30:00,1038,130,Borussia M.Gladbach,125,Mainz 05,1,2,1.22742,2.01071
2015-08-30 19:30:00,1047,130,Borussia M.Gladbach,123,Werder Bremen,1,2,0.755739,3.23257
2015-09-11 22:30:00,1048,130,Borussia M.Gladbach,118,Hamburger SV,0,3,0.436066,1.02932
2015-09-19 17:30:00,1062,130,Borussia M.Gladbach,134,FC Cologne,0,1,0.4042,0.541995
2015-09-23 22:00:00,1073,130,Borussia M.Gladbach,121,Augsburg,4,2,2.84575,1.92244
2015-09-26 17:30:00,1077,130,Borussia M.Gladbach,133,VfB Stuttgart,3,1,1.18534,2.45923
2015-10-03 17:30:00,1085,130,Borussia M.Gladbach,131,Wolfsburg,2,0,1.45907,0.813505
2015-10-17 20:30:00,1099,130,Borussia M.Gladbach,132,Eintracht Frankfurt,5,1,3.50891,0.990091
2015-10-25 20:30:00,1110,130,Borussia M.Gladbach,124,Schalke 04,3,1,2.25814,0.767714
2015-10-31 18:30:00,1113,130,Borussia M.Gladbach,122,Hertha Berlin,4,1,1.29051,2.31638
2015-11-07 18:30:00,1124,130,Borussia M.Gladbach,126,Ingolstadt,0,0,1.28313,0.939938
2015-11-21 18:30:00,1133,130,Borussia M.Gladbach,128,Hannover 96,2,1,2.61888,2.19568
2015-11-28 18:30:00,1141,130,Borussia M.Gladbach,120,Hoffenheim,3,3,1.66132,2.07714
2015-12-05 18:30:00,1148,130,Borussia M.Gladbach,117,Bayern Munich,3,1,2.15779,2.28915
2015-12-12 21:30:00,1162,130,Borussia M.Gladbach,119,Bayer Leverkusen,0,5,0.376285,2.75163
2015-12-20 20:30:00,1173,130,Borussia M.Gladbach,127,Darmstadt,3,2,1.0366,2.23006
2016-01-23 21:30:00,1180,130,Borussia M.Gladbach,129,Borussia Dortmund,1,3,0.969724,2.60367
2016-01-29 23:30:00,1183,130,Borussia M.Gladbach,125,Mainz 05,0,1,1.91691,0.852232
2016-02-05 23:30:00,1192,130,Borussia M.Gladbach,123,Werder Bremen,5,1,3.16316,1.67818
