2014-08-30 17:30:00,5462,117,Bayern Munich,124,Schalke 04,1,1,1.50328,1.30795
2014-09-13 14:30:00,5413,117,Bayern Munich,133,VfB Stuttgart,2,0,1.22987,0.310166
2014-09-20 14:30:00,5422,117,Bayern Munich,118,Hamburger SV,0,0,1.03519,0.203118
2014-09-23 19:00:00,5430,117,Bayern Munich,205,Paderborn,4,0,3.48286,0.402844
2014-09-27 14:30:00,5442,117,Bayern Munich,134,FC Cologne,2,0,3.46966,0.821798
2014-10-04 14:30:00,5385,117,Bayern Munich,128,Hannover 96,4,0,2.69879,0.443178
2014-10-18 14:30:00,5392,117,Bayern Munich,123,Werder Bremen,6,0,2.49826,0
2014-10-26 16:30:00,5409,117,Bayern Munich,130,Borussia M.Gladbach,0,0,1.2047,0.648384
2014-11-01 17:30:00,5352,117,Bayern Munich,129,Borussia Dortmund,2,1,2.64367,0.942884
2014-11-08 14:30:00,5360,117,Bayern Munich,132,Eintracht Frankfurt,4,0,3.03467,0.222447
2014-11-22 14:30:00,5365,117,Bayern Munich,120,Hoffenheim,4,0,2.08656,1.38014
2014-11-29 14:30:00,5378,117,Bayern Munich,122,Hertha Berlin,1,0,1.94047,0.25622
2014-12-06 17:30:00,5318,117,Bayern Munich,119,Bayer Leverkusen,1,0,0.947473,0.389245
2014-12-13 14:30:00,5324,117,Bayern Munich,121,Augsburg,4,0,2.21868,0.286173
2014-12-16 19:00:00,5333,117,Bayern Munich,135,Freiburg,2,0,2.98351,0.0497566
2014-12-19 19:30:00,5339,117,Bayern Munich,125,Mainz 05,2,1,0.831278,0.490212
2015-01-30 19:30:00,5305,117,Bayern Munich,131,Wolfsburg,1,4,1.91633,2.18248
2015-02-03 19:00:00,5264,117,Bayern Munich,124,Schalke 04,1,1,0.376661,0.994575
2015-02-07 14:30:00,5274,117,Bayern Munich,133,VfB Stuttgart,2,0,0.0975022,0.132112
2015-02-14 14:30:00,5285,117,Bayern Munich,118,Hamburger SV,8,0,4.17851,0.230619
2015-02-21 14:30:00,5294,117,Bayern Munich,205,Paderborn,6,0,3.12815,0.380499
