2014-08-29 19:30:00,5456,129,Borussia Dortmund,121,Augsburg,3,2,2.30342,1.00422
2014-09-13 14:30:00,5414,129,Borussia Dortmund,135,Freiburg,3,1,1.71642,0.261915
2014-09-20 17:30:00,5426,129,Borussia Dortmund,125,Mainz 05,0,2,2.10376,0.974914
2014-09-24 19:00:00,5433,129,Borussia Dortmund,133,VfB Stuttgart,2,2,2.13683,1.48044
2014-09-27 14:30:00,5441,129,Borussia Dortmund,124,Schalke 04,1,2,0.662005,1.07746
2014-10-04 14:30:00,5386,129,Borussia Dortmund,118,Hamburger SV,0,1,1.20017,1.42953
2014-10-18 14:30:00,5397,129,Borussia Dortmund,134,FC Cologne,1,2,0.825853,0.904346
2014-10-25 14:30:00,5406,129,Borussia Dortmund,128,Hannover 96,0,1,1.61946,0.695852
2014-11-01 17:30:00,5352,129,Borussia Dortmund,117,Bayern Munich,1,2,0.942884,2.64367
2014-11-09 16:30:00,5364,129,Borussia Dortmund,130,Borussia M.Gladbach,1,0,2.28053,0.0335359
2014-11-22 14:30:00,5370,129,Borussia Dortmund,205,Paderborn,2,2,1.92358,0.638364
2014-11-30 16:30:00,5382,129,Borussia Dortmund,132,Eintracht Frankfurt,0,2,0.769829,2.21905
2014-12-05 19:30:00,5312,129,Borussia Dortmund,120,Hoffenheim,1,0,1.58062,0.202706
2014-12-13 14:30:00,5322,129,Borussia Dortmund,122,Hertha Berlin,0,1,0.842366,0.764752
2014-12-17 19:00:00,5335,129,Borussia Dortmund,131,Wolfsburg,2,2,1.30339,1.38959
2014-12-20 14:30:00,5341,129,Borussia Dortmund,123,Werder Bremen,1,2,0.602289,2.36795
2015-01-31 17:30:00,5311,129,Borussia Dortmund,119,Bayer Leverkusen,0,0,0.451401,0.341818
2015-02-04 19:00:00,5266,129,Borussia Dortmund,121,Augsburg,0,1,0.943193,1.04603
2015-02-07 14:30:00,5273,129,Borussia Dortmund,135,Freiburg,3,0,2.1517,0.159475
2015-02-13 19:30:00,5280,129,Borussia Dortmund,125,Mainz 05,4,2,2.74589,0.691415
2015-02-20 19:30:00,5289,129,Borussia Dortmund,133,VfB Stuttgart,3,2,1.56399,1.55893
2015-02-28 14:30:00,5299,129,Borussia Dortmund,124,Schalke 04,3,0,4.81308,0.0386148
2015-03-07 14:30:00,5234,129,Borussia Dortmund,118,Hamburger SV,0,0,0.505015,0.735406
2015-03-14 17:30:00,5248,129,Borussia Dortmund,134,FC Cologne,0,0,0.5365,0.938097
